id_1,id_2,score,edge_type
3084,5060,0.1489027225830654,ingr-ingr
911,4204,0.00242887334395,ingr-ingr
841,2945,0.2393476799817418,ingr-ingr
3194,6785,0.2574905225946149,ingr-ingr
1837,6787,0.0834745449894122,ingr-ingr
2290,6511,0.3667535206593427,ingr-ingr
3837,6633,0.2053366773215928,ingr-ingr
1153,6865,0.1665913662056303,ingr-ingr
686,5411,0.1647045472330497,ingr-ingr
2209,6950,0.255684664791137,ingr-ingr
1956,1987,0.3579918060448893,ingr-ingr
851,1664,0.1928363003849497,ingr-ingr
3698,5614,0.0468927881718388,ingr-ingr
1351,1497,0.3486764155090077,ingr-ingr
2196,5967,0.1111017988760718,ingr-ingr
2796,3278,0.3039174293865071,ingr-ingr
2562,4157,0.1752591440960222,ingr-ingr
6097,7035,0.2968556265110829,ingr-ingr
3058,5100,0.1783836132615651,ingr-ingr
1768,2839,0.0933643359799547,ingr-ingr
872,876,0.2722996835225442,ingr-ingr
3259,4076,0.0553426197268449,ingr-ingr
3067,5587,0.1671536097604807,liqr-ingr
699,6925,0.2429625875758156,ingr-ingr
5348,6074,0.1564142455490192,ingr-ingr
835,6416,0.202548683789394,ingr-ingr
139,1677,0.3308386975613226,ingr-ingr
3863,4342,0.3438741406168968,ingr-ingr
255,1554,0.1682383323786019,ingr-ingr
766,5027,0.1219802879986213,ingr-ingr
3010,3178,0.1529412692275694,ingr-ingr
146,3822,0.2835974593833881,liqr-ingr
4660,5854,0.3432975054278659,ingr-ingr
190,1931,0.5234995480586764,ingr-ingr
2362,6728,0.3915206653111384,ingr-ingr
3128,5891,0.2146015478877044,ingr-ingr
2100,2249,0.1948056673790111,ingr-ingr
1086,2669,0.4035910320233799,ingr-ingr
1853,3153,0.1468080699426951,ingr-ingr
1521,3016,0.0675158559244011,ingr-ingr
962,3027,0.3958755584294323,ingr-ingr
747,6527,0.0238739758505668,ingr-ingr
2503,6285,0.1315395565881792,ingr-ingr
2036,6529,0.0839192336192138,ingr-ingr
2198,4329,0.0841172445624533,ingr-ingr
4636,6051,0.1443574457381659,ingr-ingr
1362,5171,0.1197911497761288,ingr-ingr
2242,6956,0.1420126556521215,ingr-ingr
117,6224,0.2551902167234123,ingr-ingr
1187,2311,0.1608054212550831,ingr-ingr
1756,3372,0.3665641395446438,ingr-ingr
1005,1492,0.1020251907435346,ingr-ingr
3173,6110,0.1589023581992114,ingr-ingr
2396,6034,0.0455963467000953,ingr-ingr
3743,3833,0.0282952527461139,ingr-ingr
1230,3775,0.3145040626733564,ingr-ingr
803,3075,0.0983252013894241,ingr-ingr
2253,3015,0.0865912136507817,ingr-ingr
3061,7069,0.154379552573665,ingr-ingr
3419,4102,0.2968483117034861,ingr-ingr
2509,3122,0.2309931847972591,ingr-ingr
82,520,0.0812916416016713,ingr-ingr
2238,4551,0.1365757203793176,ingr-ingr
1755,3485,0.1963520270948332,ingr-ingr
448,5558,0.1346502840985816,liqr-ingr
1773,4780,0.2238631177569046,ingr-ingr
1670,4532,0.3415493221598345,ingr-ingr
2385,4994,0.1747436011609055,ingr-ingr
568,1838,0.1265765744012058,ingr-ingr
268,1028,0.1852508177244659,ingr-ingr
844,3459,0.3166748142052627,ingr-ingr
3214,3605,0.1193881162588288,ingr-ingr
425,1895,0.2159636930135846,ingr-ingr
2539,6092,0.2078835103618892,ingr-ingr
2198,5152,0.1661828016786087,ingr-ingr
1625,6519,0.0991659927168403,ingr-ingr
